NIC_Code,NIC_Description,Variable,Year,State,Value
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Delhi,325.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Delhi,281.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Delhi,266.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Delhi,344.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Delhi,323.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Delhi,304.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Delhi,304.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Delhi,472.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Delhi,356.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Delhi,366.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Delhi,434.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Delhi,457.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Delhi,639.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Delhi,656.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Delhi,672.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Delhi,729.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Delhi,533.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Delhi,598.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Delhi,675.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Delhi,562.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Delhi,637.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Delhi,581.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Delhi,588.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Delhi,549.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Delhi,561.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Delhi,557.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Delhi,518.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Delhi,481.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Delhi,424.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Delhi,656.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Delhi,631.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Delhi,603.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Delhi,589.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Delhi,557.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Delhi,555.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Delhi,466.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Delhi,442.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Delhi,403.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Delhi,401.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Delhi,395.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Delhi,362.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Delhi,371.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Delhi,309.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Puducherry,0.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Puducherry,5.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Puducherry,3.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Puducherry,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Puducherry,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Puducherry,5.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Puducherry,8.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Puducherry,5.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Puducherry,11.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Puducherry,10.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Puducherry,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Puducherry,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Puducherry,5.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Puducherry,3.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Puducherry,3.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Puducherry,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Puducherry,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Puducherry,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Puducherry,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Puducherry,3.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Puducherry,5.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Puducherry,5.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Puducherry,3.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Puducherry,3.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Puducherry,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Puducherry,4.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Mizoram,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Mizoram,29.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Mizoram,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Mizoram,31.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Mizoram,31.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Mizoram,31.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Ladakh,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Ladakh,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Dadra & Nagar Haveli & Daman & Diu,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Dadra & Nagar Haveli & Daman & Diu,38.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Dadra & Nagar Haveli & Daman & Diu,40.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Dadra & Nagar Haveli & Daman & Diu,34.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Dadra & Nagar Haveli & Daman & Diu,32.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Lakshadweep,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Lakshadweep,
